date,val
8/31/08,0
9/1/08,0
9/2/08,0
9/3/08,0
9/4/08,0
9/5/08,0
9/6/08,0
9/7/08,0
9/8/08,0
9/9/08,0
9/10/08,0
9/11/08,0
9/12/08,0
9/13/08,0
9/14/08,0
9/15/08,0
9/16/08,0
9/17/08,0
9/18/08,0
9/19/08,0
9/20/08,0
9/21/08,0
9/22/08,0
9/23/08,0
9/24/08,0
9/25/08,0
9/26/08,0
9/27/08,0
9/28/08,0
9/29/08,0
9/30/08,0
10/1/08,0
10/2/08,0
10/3/08,0
10/4/08,0
10/5/08,0
10/6/08,0
10/7/08,0
10/8/08,0
10/9/08,0
10/10/08,0
10/11/08,0
10/12/08,0
10/13/08,0
10/14/08,0
10/15/08,0
10/16/08,0
10/17/08,0
10/18/08,0
10/19/08,0
10/20/08,0
10/21/08,0
10/22/08,0
10/23/08,0
10/24/08,0
10/25/08,0
10/26/08,0
10/27/08,0
10/28/08,0
10/29/08,0
10/30/08,0
10/31/08,0
11/1/08,0
11/2/08,0
11/3/08,0
11/4/08,0
11/5/08,0
11/6/08,0
11/7/08,0
11/8/08,0
11/9/08,0
11/10/08,0
11/11/08,0
11/12/08,0
11/13/08,0
11/14/08,0
11/15/08,0
11/16/08,0
11/17/08,0
11/18/08,0
11/19/08,1
11/20/08,0
11/21/08,1
11/22/08,1
11/23/08,1
11/24/08,1
11/25/08,1
11/26/08,1
11/27/08,1
11/28/08,1
11/29/08,1
11/30/08,1
12/1/08,1
12/2/08,1
12/3/08,1
12/4/08,1
12/5/08,1
12/6/08,1
12/7/08,1
12/8/08,1
12/9/08,1
12/10/08,1
12/11/08,1
12/12/08,1
12/13/08,1
12/14/08,1
12/15/08,1
12/16/08,1
12/17/08,1
12/18/08,1
12/19/08,1
12/20/08,1
12/21/08,1
12/22/08,1
12/23/08,1
12/24/08,1
12/25/08,1
12/26/08,1
12/27/08,1
12/28/08,1
12/29/08,1
12/30/08,1
12/31/08,0
